CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,LastPurchaseDate,Country,churn_90d,p_alive,bgnbd_churn
12386,338,2,401.9,200.95,30,2011-01-06 12:37:00,Australia,1,0.9999999966456172,0
12388,16,6,2780.66,463.4433333333333,312,2011-11-24 12:30:00,Australia,0,1.0,0
12390,80,1,549.84,549.84,1,2011-09-21 09:33:00,Belgium,0,1.0,0
12391,22,1,460.89,460.89,1,2011-11-18 12:07:00,Cyprus,0,1.0,0
12393,72,4,1582.6,395.65,261,2011-09-28 15:41:00,Australia,0,1.0,0
12394,64,2,1272.48,636.24,154,2011-10-07 08:08:00,Belgium,0,0.9999999996357452,0
12395,19,12,3018.63,251.5525,352,2011-11-20 15:21:00,Belgium,0,1.0,0
12397,36,2,2409.8999999999996,1204.9499999999998,100,2011-11-04 09:52:00,Belgium,0,0.9999999996677502,0
12398,46,1,1635.6599999999999,1635.6599999999999,1,2011-10-25 10:27:00,Switzerland,0,1.0,0
12399,119,4,1108.65,277.1625,143,2011-08-12 13:15:00,Belgium,1,1.0,0
12401,303,1,84.3,84.3,1,2011-02-09 13:50:00,Belgium,1,1.0,0
12402,323,1,225.6,225.6,1,2011-01-20 13:49:00,Belgium,1,1.0,0
12403,50,1,427.7,427.7,1,2011-10-21 10:51:00,Denmark,0,1.0,0
12405,149,1,1710.39,1710.39,1,2011-07-14 08:52:00,Finland,1,1.0,0
12406,22,2,3415.3,1707.65,162,2011-11-17 19:22:00,Denmark,0,0.9999999997220026,0
12407,50,5,1708.12,341.62399999999997,215,2011-10-21 10:11:00,Belgium,0,1.0,0
12408,33,5,2888.55,577.71,228,2011-11-07 12:27:00,Belgium,0,1.0,0
12409,79,3,11072.67,3690.89,104,2011-09-22 10:38:00,Switzerland,0,1.0,0
12410,309,2,693.3299999999999,346.66499999999996,1,2011-02-04 10:39:00,Switzerland,1,1.0,0
12412,75,3,1226.88,408.96000000000004,95,2011-09-26 10:16:00,Denmark,0,1.0,0
12413,67,3,758.1,252.70000000000002,271,2011-10-04 09:00:00,France,0,1.0,0
12414,217,3,562.41,187.47,94,2011-05-06 14:51:00,Austria,1,1.0,0
12415,24,21,124914.53,5948.310952380953,314,2011-11-15 14:22:00,Australia,0,1.0,0
12417,3,9,3649.1,405.4555555555555,355,2011-12-06 14:52:00,Belgium,0,1.0,0
12418,113,1,668.58,668.58,1,2011-08-19 11:08:00,Switzerland,1,1.0,0
12420,64,1,600.39,600.39,1,2011-10-07 08:55:00,Cyprus,0,1.0,0
12421,16,4,807.04,201.76,304,2011-11-24 09:07:00,Spain,0,1.0,0
12422,96,3,803.56,267.8533333333333,230,2011-09-05 09:48:00,Australia,1,1.0,0
12423,1,8,1859.31,232.41375,353,2011-12-09 10:10:00,Belgium,0,1.0,0
12424,163,2,1760.9600000000003,880.4800000000001,1,2011-06-30 12:06:00,Australia,1,1.0,0
12425,78,1,777.2,777.2,1,2011-09-22 17:31:00,Portugal,0,1.0,0
12426,195,1,582.73,582.73,1,2011-05-29 12:26:00,Germany,1,1.0,0
12427,22,3,825.8,275.26666666666665,350,2011-11-18 08:56:00,Germany,0,1.0,0
12428,26,9,7956.46,884.0511111111111,258,2011-11-14 08:22:00,Finland,0,1.0,0
12429,9,4,3750.4,937.6,357,2011-11-30 17:22:00,Denmark,0,1.0,0
12430,43,1,256.4,256.4,1,2011-10-27 15:09:00,Norway,0,1.0,0
12431,36,15,6487.45,432.49666666666667,339,2011-11-04 11:55:00,Australia,0,1.0,0
12432,43,5,5059.32,1011.8639999999999,130,2011-10-28 11:43:00,Norway,0,1.0,0
12433,1,7,13375.87,1910.8385714285716,373,2011-12-09 10:02:00,Norway,0,1.0,0
12434,85,2,806.14,403.07,176,2011-09-16 12:38:00,Australia,0,0.999999999607794,0
12435,80,2,7829.89,3914.945,189,2011-09-21 09:06:00,Denmark,0,0.9999999996258151,0
12436,100,1,509.01,509.01,1,2011-09-01 12:09:00,Norway,1,1.0,0
12437,2,18,4951.41,275.0783333333333,330,2011-12-08 11:35:00,France,0,1.0,0
12438,14,2,2906.85,1453.425,126,2011-11-25 13:28:00,Norway,0,0.999999999731441,0
12441,367,1,173.55,173.55,1,2010-12-08 10:45:00,France,1,1.0,0
12442,3,1,172.06,172.06,1,2011-12-06 14:22:00,Spain,0,1.0,0
12444,21,5,5005.46,1001.092,150,2011-11-18 13:23:00,Norway,0,1.0,0
12445,22,1,133.4,133.4,1,2011-11-17 18:43:00,Spain,0,1.0,0
12446,58,1,1002.3100000000001,1002.3100000000001,1,2011-10-13 12:50:00,RSA,0,1.0,0
12447,243,1,476.49,476.49,1,2011-04-10 13:25:00,Belgium,1,1.0,0
12448,44,1,449.45,449.45,1,2011-10-26 13:46:00,Spain,0,1.0,0
12449,22,4,4067.29,1016.8225,165,2011-11-17 13:46:00,Belgium,0,1.0,0
12450,156,2,197.88,98.94,18,2011-07-06 14:41:00,Spain,1,0.9999999983795209,0
12451,11,5,9035.52,1807.104,314,2011-11-29 08:40:00,Switzerland,0,1.0,0
12452,17,2,430.57,215.285,1,2011-11-23 10:28:00,Switzerland,0,1.0,0
12453,134,1,707.09,707.09,1,2011-07-28 14:08:00,Austria,1,1.0,0
12454,56,1,3528.34,3528.34,1,2011-10-14 17:13:00,Spain,0,1.0,0
12455,73,6,2466.86,411.1433333333334,224,2011-09-27 15:31:00,Spain,0,1.0,0
12456,44,3,3181.04,1060.3466666666666,211,2011-10-26 14:41:00,Switzerland,0,1.0,0
12457,66,7,2363.23,337.6042857142857,173,2011-10-04 13:13:00,Switzerland,0,1.0,0
12458,71,2,947.4000000000001,473.70000000000005,214,2011-09-29 15:25:00,Switzerland,0,0.999999999653296,0
12461,94,2,826.88,413.44,61,2011-09-06 16:57:00,Switzerland,1,0.9999999993632398,0
12462,19,2,1189.5900000000001,594.7950000000001,285,2011-11-21 09:11:00,Spain,0,0.999999999742629,0
12463,53,4,1344.78,336.195,189,2011-10-17 13:44:00,Belgium,0,1.0,0
12464,10,8,1212.05,151.50625,300,2011-11-29 13:33:00,Belgium,0,1.0,0
12465,17,2,742.19,371.095,153,2011-11-22 16:34:00,Belgium,0,0.999999999729914,0
12468,188,2,729.5400000000001,364.77000000000004,129,2011-06-05 11:36:00,Germany,1,0.9999999992591195,0
12471,2,30,19824.05,660.8016666666666,363,2011-12-07 15:43:00,Germany,0,1.0,0
12472,32,7,6572.110000000001,938.8728571428572,337,2011-11-07 14:01:00,Germany,0,1.0,0
12473,29,5,3938.55,787.71,163,2011-11-10 13:46:00,Germany,0,1.0,0
12474,17,18,7375.79,409.7661111111111,313,2011-11-22 14:39:00,Germany,0,1.0,0
12475,54,1,723.38,723.38,1,2011-10-17 10:10:00,Germany,0,1.0,0
12476,16,11,6816.42,619.6745454545454,346,2011-11-24 12:40:00,Germany,0,1.0,0
12477,23,6,13219.74,2203.29,279,2011-11-17 09:51:00,Germany,0,1.0,0
12478,4,1,680.99,680.99,1,2011-12-06 09:56:00,Greece,0,1.0,0
12479,11,1,527.2,527.2,1,2011-11-28 13:26:00,Germany,0,1.0,0
12480,28,4,3281.63,820.4075,308,2011-11-11 14:52:00,Germany,0,1.0,0
12481,23,10,5596.320000000001,559.6320000000001,343,2011-11-17 08:29:00,Germany,0,1.0,0
12483,17,8,2484.98,310.6225,323,2011-11-22 17:02:00,Sweden,0,1.0,0
12484,33,6,4541.72,756.9533333333334,304,2011-11-07 11:37:00,Spain,0,1.0,0
12488,10,3,1298.66,432.8866666666667,66,2011-11-30 08:50:00,France,0,1.0,0
12489,336,1,334.93,334.93,1,2011-01-07 13:13:00,France,1,1.0,0
12490,5,10,5417.93,541.793,325,2011-12-04 16:07:00,France,0,1.0,0
12491,39,1,460.40000000000003,460.40000000000003,1,2011-11-01 12:18:00,France,0,1.0,0
12492,63,2,263.21000000000004,131.60500000000002,43,2011-10-07 15:15:00,Germany,0,0.9999999994521502,0
12493,166,2,433.74,216.87,32,2011-06-27 10:17:00,France,1,0.999999998620213,0
12494,16,7,1246.1000000000001,178.01428571428573,350,2011-11-24 09:34:00,France,0,1.0,0
12497,82,1,1043.1,1043.1,1,2011-09-19 12:29:00,Germany,0,1.0,0
12498,21,3,403.7,134.56666666666666,37,2011-11-18 12:53:00,Germany,0,0.9999999996608027,0
12500,23,11,4257.82,387.07454545454544,311,2011-11-16 16:20:00,Germany,0,1.0,0
12501,337,1,2169.39,2169.39,1,2011-01-07 12:28:00,Germany,1,1.0,0
12502,96,5,3723.87,744.774,215,2011-09-05 11:52:00,Spain,1,1.0,0
12504,18,2,482.04999999999995,241.02499999999998,13,2011-11-21 16:02:00,Germany,0,0.9999999996385123,0
12506,233,1,73.5,73.5,1,2011-04-21 08:54:00,France,1,1.0,0
12507,134,3,1304.81,434.93666666666667,165,2011-07-28 17:09:00,Spain,1,1.0,0
12508,26,2,398.27,199.135,3,2011-11-13 15:37:00,France,0,0.9999999995444335,0
12509,284,1,176.5,176.5,1,2011-02-28 14:45:00,France,1,1.0,0
12510,143,2,982.5699999999999,491.28499999999997,183,2011-07-20 10:15:00,Spain,1,0.9999999994943791,0
12512,66,2,138.03,69.015,1,2011-10-04 14:55:00,Israel,0,1.0,0
12513,113,1,612.29,612.29,1,2011-08-19 10:51:00,France,1,1.0,0
12514,267,1,1017.68,1017.68,1,2011-03-17 16:38:00,Italy,1,1.0,0
12515,353,1,383.7,383.7,1,2010-12-21 15:43:00,Italy,1,1.0,0
12516,78,2,1312.06,656.03,103,2011-09-23 09:13:00,Germany,0,0.9999999995451414,0
12517,28,5,2502.84,500.56800000000004,162,2011-11-11 14:04:00,Germany,0,1.0,0
12518,1,5,2056.89,411.378,110,2011-12-09 10:13:00,Germany,0,1.0,0
12519,64,1,340.84,340.84,1,2011-10-07 09:26:00,Germany,0,1.0,0
12520,79,5,2634.26,526.8520000000001,195,2011-09-21 15:23:00,Germany,0,1.0,0
12521,143,1,599.68,599.68,1,2011-07-20 10:51:00,Germany,1,1.0,0
12522,39,2,192.72,96.36,13,2011-10-31 15:30:00,Germany,0,0.9999999994774558,0
12523,19,11,1789.77,162.70636363636365,313,2011-11-20 12:55:00,France,0,1.0,0
12524,9,8,4485.719999999999,560.7149999999999,325,2011-11-30 15:31:00,Germany,0,1.0,0
12526,1,3,1316.6599999999999,438.8866666666666,94,2011-12-09 12:09:00,Germany,0,1.0,0
12527,82,3,348.71000000000004,116.23666666666668,244,2011-09-19 11:55:00,Germany,0,1.0,0
12528,9,6,1933.48,322.24666666666667,304,2011-11-30 14:40:00,Germany,0,1.0,0
12530,60,4,1662.28,415.57,278,2011-10-11 12:34:00,Germany,0,1.0,0
12531,15,1,125.22,125.22,1,2011-11-25 11:12:00,Germany,0,1.0,0
12532,30,1,349.83000000000004,349.83000000000004,1,2011-11-09 13:47:00,France,0,1.0,0
12534,131,1,1089.18,1089.18,1,2011-08-01 10:26:00,Germany,1,1.0,0
12535,92,2,716.3499999999999,358.17499999999995,95,2011-09-09 08:48:00,France,1,0.9999999994837301,0
12536,43,3,12601.830000000002,4200.610000000001,16,2011-10-27 14:20:00,France,0,0.9999999994665965,0
12538,29,1,363.95,363.95,1,2011-11-10 17:16:00,Spain,0,1.0,0
12539,22,4,5568.35,1392.0875,312,2011-11-17 13:30:00,Spain,0,1.0,0
12540,20,17,13400.24,788.2494117647059,343,2011-11-20 11:31:00,Spain,0,1.0,0
12541,30,3,981.18,327.06,252,2011-11-10 10:40:00,Spain,0,1.0,0
12544,36,1,372.7,372.7,1,2011-11-03 16:15:00,Spain,0,1.0,0
12545,75,2,1000.39,500.195,185,2011-09-25 13:39:00,Spain,0,0.9999999996308677,0
12546,47,2,1161.5,580.75,32,2011-10-24 12:09:00,Spain,0,0.999999999510331,0
12547,198,2,207.8,103.9,83,2011-05-26 12:38:00,Spain,1,0.9999999989903345,0
12548,166,1,95.19999999999999,95.19999999999999,1,2011-06-26 15:35:00,Spain,1,1.0,0
12550,79,1,964.83,964.83,1,2011-09-21 14:35:00,Spain,0,1.0,0
12551,358,1,168.0,168.0,1,2010-12-17 11:23:00,Spain,1,1.0,0
12552,39,2,437.82,218.91,1,2011-11-01 10:02:00,Italy,0,0.9999999994150717,0
12553,8,10,3692.2799999999997,369.22799999999995,322,2011-12-01 16:38:00,France,0,1.0,0
12556,50,2,603.71,301.855,101,2011-10-20 13:06:00,Spain,0,0.9999999996249873,0
12557,16,5,11990.960000000001,2398.192,356,2011-11-23 16:59:00,Spain,0,1.0,0
12558,8,1,269.96,269.96,1,2011-12-02 10:41:00,USA,0,1.0,0
12559,311,2,561.71,280.855,9,2011-02-02 09:49:00,Germany,1,0.999999995577523,0
12560,5,3,2134.01,711.3366666666667,138,2011-12-04 13:54:00,Germany,0,1.0,0
12561,303,1,238.85,238.85,1,2011-02-10 11:39:00,Germany,1,1.0,0
12562,8,7,3781.74,540.2485714285714,191,2011-12-01 17:20:00,France,0,1.0,0
12564,261,1,456.9,456.9,1,2011-03-23 14:55:00,France,1,1.0,0
12565,289,1,145.92,145.92,1,2011-02-24 10:34:00,Saudi Arabia,1,1.0,0
12566,86,1,351.65,351.65,1,2011-09-14 14:30:00,Germany,0,1.0,0
12567,23,10,9401.28,940.128,347,2011-11-17 11:02:00,France,0,1.0,0
12569,2,32,4124.6900000000005,128.89656250000002,251,2011-12-07 16:24:00,Germany,0,1.0,0
12571,40,2,519.61,259.805,82,2011-10-31 10:19:00,France,0,0.9999999996403595,0
12572,9,2,1020.4200000000001,510.21000000000004,44,2011-12-01 09:20:00,Germany,0,0.9999999997268099,0
12573,227,1,160.54000000000002,160.54000000000002,1,2011-04-26 15:52:00,France,1,1.0,0
12574,316,1,218.45,218.45,1,2011-01-28 09:20:00,France,1,1.0,0
12576,36,5,1315.83,263.166,269,2011-11-04 10:11:00,Poland,0,1.0,0
12577,35,3,657.8,219.26666666666665,324,2011-11-04 13:24:00,France,0,0.9999999997271061,0
12578,21,2,2794.51,1397.255,309,2011-11-18 13:30:00,Italy,0,0.9999999997408553,0
12579,78,1,440.42,440.42,1,2011-09-22 17:15:00,France,0,1.0,0
12580,247,1,415.7,415.7,1,2011-04-07 10:24:00,Germany,1,1.0,0
12581,40,1,197.71,197.71,1,2011-10-31 08:56:00,Germany,0,1.0,0
12582,239,2,511.36,255.68,50,2011-04-15 08:45:00,Finland,1,0.99999999834593,0
12583,3,15,7281.38,485.42533333333336,371,2011-12-07 08:07:00,France,0,1.0,0
12584,4,9,2338.15,259.7944444444445,277,2011-12-06 09:35:00,Italy,0,1.0,0
12585,234,2,2040.1,1020.05,118,2011-04-19 13:39:00,Germany,1,0.9999999990429698,0
12586,17,1,196.94000000000003,196.94000000000003,1,2011-11-22 16:24:00,Italy,0,1.0,0
12587,8,1,144.0,144.0,1,2011-12-02 12:47:00,Finland,0,1.0,0
12588,39,1,214.89999999999998,214.89999999999998,1,2011-10-31 15:01:00,Finland,0,1.0,0
12589,29,2,646.6800000000001,323.34000000000003,116,2011-11-11 10:19:00,France,0,0.9999999996952458,0
12590,211,2,9864.26,4932.13,1,2011-05-12 14:52:00,Germany,1,1.0,0
12591,317,1,452.84999999999997,452.84999999999997,1,2011-01-26 14:35:00,Italy,1,1.0,0
12592,92,2,437.6,218.8,122,2011-09-08 15:04:00,Germany,1,0.9999999995287172,0
12593,109,3,418.1,139.36666666666667,111,2011-08-23 12:43:00,France,1,1.0,0
12594,38,10,3338.2200000000003,333.822,286,2011-11-02 12:20:00,Italy,0,1.0,0
12596,51,2,618.27,309.135,191,2011-10-19 13:02:00,Spain,0,0.9999999996781184,0
12597,19,4,3811.22,952.805,249,2011-11-20 13:33:00,Spain,0,1.0,0
12598,10,8,3023.08,377.885,276,2011-11-30 12:18:00,France,0,1.0,0
12599,29,7,1032.58,147.51142857142855,276,2011-11-10 13:34:00,France,0,1.0,0
12600,29,10,2599.04,259.904,343,2011-11-11 10:29:00,Germany,0,1.0,0
12601,190,5,577.06,115.41199999999999,143,2011-06-03 10:17:00,Germany,1,1.0,0
12602,59,1,153.12,153.12,1,2011-10-12 11:22:00,France,0,1.0,0
12603,22,1,739.1999999999999,739.1999999999999,1,2011-11-18 10:42:00,Germany,0,1.0,0
12604,79,2,254.18,127.09,183,2011-09-21 14:08:00,France,0,0.9999999996219202,0
12607,60,1,1579.51,1579.51,1,2011-10-10 16:06:00,USA,0,1.0,0
12609,78,3,1126.85,375.6166666666666,241,2011-09-22 16:34:00,Germany,0,1.0,0
12610,23,5,2099.54,419.908,104,2011-11-17 09:34:00,Italy,0,1.0,0
12611,52,1,1193.32,1193.32,1,2011-10-18 13:12:00,Italy,0,1.0,0
12612,74,1,704.0400000000001,704.0400000000001,1,2011-09-26 15:35:00,Germany,0,1.0,0
12613,57,5,3344.38,668.876,205,2011-10-13 14:59:00,Germany,0,1.0,0
12614,278,1,315.6,315.6,1,2011-03-07 10:22:00,Germany,1,1.0,0
12615,2,4,2291.19,572.7975,167,2011-12-07 15:02:00,France,0,1.0,0
12616,95,2,713.3,356.65,203,2011-09-05 15:17:00,France,1,0.9999999996056121,0
12617,29,1,355.53,355.53,1,2011-11-10 14:39:00,France,0,1.0,0
12618,22,1,177.31,177.31,1,2011-11-18 11:10:00,Italy,0,1.0,0
12619,16,9,3641.24,404.5822222222222,238,2011-11-23 14:52:00,Germany,0,1.0,0
12620,15,3,1339.4099999999999,446.46999999999997,190,2011-11-25 10:20:00,France,0,1.0,0
12621,2,20,13689.67,684.4835,365,2011-12-08 11:25:00,Germany,0,1.0,0
12622,232,1,180.1,180.1,1,2011-04-21 16:39:00,Germany,1,1.0,0
12623,276,1,305.1,305.1,1,2011-03-08 13:50:00,Germany,1,1.0,0
12624,106,2,641.13,320.565,72,2011-08-25 15:04:00,France,1,0.9999999993520561,0
12625,212,2,2683.8199999999997,1341.9099999999999,108,2011-05-12 09:54:00,Germany,1,0.9999999990840174,0
12626,23,9,6620.48,735.6088888888888,304,2011-11-16 16:06:00,Germany,0,1.0,0
12627,11,7,4478.53,639.79,130,2011-11-29 12:07:00,Germany,0,1.0,0
12628,4,3,786.46,262.15333333333336,61,2011-12-05 13:15:00,Germany,0,1.0,0
12630,10,2,1270.88,635.44,35,2011-11-30 10:48:00,Finland,0,0.9999999997178752,0
12631,57,1,640.5,640.5,1,2011-10-13 13:53:00,Finland,0,1.0,0
12633,59,4,2163.98,540.995,230,2011-10-12 11:40:00,Germany,0,1.0,0
12635,90,2,1689.1799999999998,844.5899999999999,66,2011-09-11 11:04:00,Germany,0,0.9999999994068878,0
12637,67,8,6021.900000000001,752.7375000000001,257,2011-10-03 13:46:00,France,0,1.0,0
12638,33,1,671.69,671.69,1,2011-11-06 13:11:00,Sweden,0,1.0,0
12639,239,1,486.1,486.1,1,2011-04-15 12:48:00,Sweden,1,1.0,0
12640,24,3,1174.5800000000002,391.5266666666667,58,2011-11-16 11:52:00,France,0,1.0,0
12641,115,1,185.9,185.9,1,2011-08-16 13:26:00,Sweden,1,1.0,0
12642,25,3,1013.26,337.75333333333333,83,2011-11-14 15:03:00,Germany,0,1.0,0
12643,128,6,3344.6400000000003,557.44,205,2011-08-03 12:56:00,France,1,1.0,0
12644,130,1,477.91,477.91,1,2011-08-02 10:33:00,Germany,1,1.0,0
12645,34,4,1775.18,443.795,283,2011-11-06 12:38:00,Germany,0,1.0,0
12646,5,2,1346.9699999999998,673.4849999999999,45,2011-12-05 10:14:00,USA,0,0.9999999997441689,0
12647,22,12,3722.8199999999997,310.23499999999996,347,2011-11-17 12:56:00,Germany,0,1.0,0
12648,155,1,318.05,318.05,1,2011-07-08 11:55:00,Germany,1,1.0,0
12649,107,3,623.51,207.83666666666667,106,2011-08-24 14:41:00,Germany,1,0.9999999994520354,0
12650,3,1,314.44,314.44,1,2011-12-06 16:34:00,France,0,1.0,0
12651,335,1,114.0,114.0,1,2011-01-09 12:46:00,France,1,1.0,0
12652,331,1,919.98,919.98,1,2011-01-12 15:00:00,France,1,1.0,0
12653,149,2,2209.85,1104.925,148,2011-07-14 10:41:00,Israel,1,0.9999999994231994,0
12654,11,5,601.98,120.396,285,2011-11-29 10:10:00,Germany,0,1.0,0
12656,17,5,4051.17,810.234,217,2011-11-22 13:42:00,France,0,1.0,0
12657,11,4,1643.18,410.795,68,2011-11-28 15:47:00,France,0,1.0,0
12658,19,1,686.05,686.05,1,2011-11-21 10:22:00,Germany,0,1.0,0
12659,30,1,91.68,91.68,1,2011-11-10 11:53:00,France,0,1.0,0
12660,11,1,245.1,245.1,1,2011-11-28 13:26:00,France,0,1.0,0
12662,1,11,3849.78,349.98,373,2011-12-09 11:59:00,Germany,0,1.0,0
12664,8,9,4881.88,542.4311111111111,315,2011-12-01 17:07:00,Finland,0,1.0,0
12665,325,1,63.0,63.0,1,2011-01-19 08:34:00,Germany,1,1.0,0
12667,58,1,620.13,620.13,1,2011-10-12 17:00:00,Finland,0,1.0,0
12668,12,4,3807.1499999999996,951.7874999999999,344,2011-11-28 10:56:00,Germany,0,1.0,0
12669,151,3,2744.0299999999997,914.6766666666666,106,2011-07-12 09:54:00,France,1,1.0,0
12670,10,5,2996.0499999999997,599.2099999999999,223,2011-11-29 15:23:00,France,0,1.0,0
12672,330,1,225.89999999999998,225.89999999999998,1,2011-01-14 09:20:00,France,1,1.0,0
12673,5,2,610.52,305.26,322,2011-12-04 13:55:00,Germany,0,0.9999999997581959,0
12674,39,4,1970.6,492.65,170,2011-11-01 12:12:00,France,0,1.0,0
12676,25,6,1331.39,221.89833333333334,287,2011-11-15 12:25:00,Sweden,0,1.0,0
12678,42,12,17628.46,1469.0383333333332,312,2011-10-28 13:04:00,France,0,1.0,0
12679,59,4,1113.02,278.255,226,2011-10-12 12:30:00,France,0,1.0,0
12680,1,4,862.81,215.7025,113,2011-12-09 12:50:00,France,0,1.0,0
12681,15,22,13787.539999999999,626.7063636363636,354,2011-11-25 11:33:00,France,0,1.0,0
12682,4,31,12288.22,396.3941935483871,368,2011-12-06 10:00:00,France,0,1.0,0
12683,4,15,8476.57,565.1046666666666,362,2011-12-05 16:31:00,France,0,1.0,0
12684,8,7,2283.63,326.23285714285714,206,2011-12-02 09:53:00,France,0,1.0,0
12685,28,6,2863.08,477.18,66,2011-11-11 13:46:00,France,0,1.0,0
12686,372,1,89.14,89.14,1,2010-12-03 09:51:00,France,1,1.0,0
12688,114,1,4873.8099999999995,4873.8099999999995,1,2011-08-18 08:49:00,Israel,1,1.0,0
12689,26,2,1247.61,623.805,102,2011-11-14 08:31:00,France,0,0.9999999996967424,0
12690,206,1,389.01,389.01,1,2011-05-18 09:09:00,France,1,1.0,0
12691,28,6,1035.8,172.63333333333333,330,2011-11-11 16:49:00,France,0,1.0,0
12693,127,4,855.9100000000001,213.97750000000002,193,2011-08-04 17:51:00,Germany,1,1.0,0
12694,70,2,869.6700000000001,434.83500000000004,113,2011-09-30 13:06:00,France,0,0.9999999995803133,0
12695,7,4,582.1,145.525,204,2011-12-02 13:22:00,France,0,1.0,0
12697,29,3,957.5899999999999,319.19666666666666,141,2011-11-11 08:47:00,Sweden,0,1.0,0
12700,8,4,4939.99,1234.9975,208,2011-12-02 10:47:00,France,0,1.0,0
12701,80,2,797.71,398.855,163,2011-09-21 10:47:00,Germany,0,0.9999999996080167,0
12702,20,1,219.0,219.0,1,2011-11-20 10:36:00,Germany,0,1.0,0
12703,71,1,283.55,283.55,1,2011-09-29 17:52:00,Germany,0,1.0,0
12704,7,8,2340.84,292.605,163,2011-12-02 13:15:00,Finland,0,1.0,0
12705,15,9,6868.29,763.1433333333333,342,2011-11-24 13:17:00,Germany,0,1.0,0
12707,292,1,603.42,603.42,1,2011-02-21 08:38:00,France,1,1.0,0
12708,30,10,2712.91,271.291,339,2011-11-10 09:52:00,Germany,0,1.0,0
12709,15,15,9736.52,649.1013333333334,352,2011-11-24 15:38:00,Germany,0,1.0,0
12710,97,3,1149.02,383.00666666666666,105,2011-09-04 12:00:00,Germany,1,1.0,0
12712,29,13,4396.13,338.1638461538462,343,2011-11-11 08:19:00,Germany,0,1.0,0
12713,1,1,848.55,848.55,1,2011-12-09 12:16:00,Germany,0,1.0,0
12714,9,5,4708.86,941.7719999999999,286,2011-11-30 15:43:00,France,0,1.0,0
12715,106,1,353.86,353.86,1,2011-08-25 15:22:00,Sweden,1,1.0,0
12716,4,2,1053.49,526.745,130,2011-12-06 08:55:00,France,0,0.9999999997558893,0
12717,151,2,1030.98,515.49,95,2011-07-11 14:47:00,Greece,1,0.9999999992558353,0
12718,71,1,238.25,238.25,1,2011-09-29 16:38:00,France,0,1.0,0
